sale_id,branch_id,date,name,mobile_number,product_name,gross_sales,received_amount,status
419,4,2024-02-29,Customer_419,9800000419,FSD,45000,0,Open
420,5,2024-03-01,Customer_420,9800000420,DS,35000,0,Open
421,6,2024-03-02,Customer_421,9800000421,DA,40000,0,Open
422,7,2024-03-03,Customer_422,9800000422,BA,30000,0,Open
423,8,2024-03-04,Customer_423,9800000423,FSD,45000,0,Open
424,1,2024-03-05,Customer_424,9800000424,DS,35000,0,Open
425,2,2024-03-06,Customer_425,9800000425,DA,40000,0,Open
426,3,2024-03-07,Customer_426,9800000426,BA,30000,0,Open
427,4,2024-03-08,Customer_427,9800000427,FSD,45000,0,Open
428,5,2024-03-09,Customer_428,9800000428,DS,35000,0,Open
429,6,2024-03-10,Customer_429,9800000429,DA,40000,0,Open
430,7,2024-03-11,Customer_430,9800000430,BA,30000,0,Open
431,8,2024-03-12,Customer_431,9800000431,FSD,45000,0,Open
432,1,2024-03-13,Customer_432,9800000432,DS,35000,0,Open
433,2,2024-03-14,Customer_433,9800000433,DA,40000,0,Open
434,3,2024-03-15,Customer_434,9800000434,BA,30000,0,Open
435,4,2024-03-16,Customer_435,9800000435,FSD,45000,0,Open
436,5,2024-03-17,Customer_436,9800000436,DS,35000,0,Open
437,6,2024-03-18,Customer_437,9800000437,DA,40000,0,Open
438,7,2024-03-19,Customer_438,9800000438,BA,30000,0,Open
439,8,2024-03-20,Customer_439,9800000439,FSD,45000,0,Open
440,1,2024-03-21,Customer_440,9800000440,DS,35000,0,Open
441,2,2024-03-22,Customer_441,9800000441,DA,40000,0,Open
442,3,2024-03-23,Customer_442,9800000442,BA,30000,0,Open
443,4,2024-03-24,Customer_443,9800000443,FSD,45000,0,Open
444,5,2024-03-25,Customer_444,9800000444,DS,35000,0,Open
445,6,2024-03-26,Customer_445,9800000445,DA,40000,0,Open
446,7,2024-03-27,Customer_446,9800000446,BA,30000,0,Open
447,8,2024-03-28,Customer_447,9800000447,FSD,45000,0,Open
448,1,2024-03-29,Customer_448,9800000448,DS,35000,0,Open
449,2,2024-03-30,Customer_449,9800000449,DA,40000,0,Open
450,3,2024-03-31,Customer_450,9800000450,BA,30000,0,Open
451,4,2024-04-01,Customer_451,9800000451,FSD,45000,0,Open
452,5,2024-04-02,Customer_452,9800000452,DS,35000,0,Open
453,6,2024-04-03,Customer_453,9800000453,DA,40000,0,Open
454,7,2024-04-04,Customer_454,9800000454,BA,30000,0,Open
455,8,2024-04-05,Customer_455,9800000455,FSD,45000,0,Open
456,1,2024-04-06,Customer_456,9800000456,DS,35000,0,Open
457,2,2024-04-07,Customer_457,9800000457,DA,40000,0,Open
458,3,2024-04-08,Customer_458,9800000458,BA,30000,0,Open
459,4,2024-04-09,Customer_459,9800000459,FSD,45000,0,Open
460,5,2024-04-10,Customer_460,9800000460,DS,35000,0,Open
461,6,2024-04-11,Customer_461,9800000461,DA,40000,0,Open
462,7,2024-04-12,Customer_462,9800000462,BA,30000,0,Open
463,8,2024-04-13,Customer_463,9800000463,FSD,45000,0,Open
464,1,2024-04-14,Customer_464,9800000464,DS,35000,0,Open
465,2,2024-04-15,Customer_465,9800000465,DA,40000,0,Open
466,3,2024-04-16,Customer_466,9800000466,BA,30000,0,Open
467,4,2024-04-17,Customer_467,9800000467,FSD,45000,0,Open
468,5,2024-04-18,Customer_468,9800000468,DS,35000,0,Open
469,6,2024-04-19,Customer_469,9800000469,DA,40000,0,Open
470,7,2024-04-20,Customer_470,9800000470,BA,30000,0,Open
471,8,2024-04-21,Customer_471,9800000471,FSD,45000,0,Open
472,1,2024-04-22,Customer_472,9800000472,DS,35000,0,Open
473,2,2024-04-23,Customer_473,9800000473,DA,40000,0,Open
474,3,2024-04-24,Customer_474,9800000474,BA,30000,0,Open
475,4,2024-04-25,Customer_475,9800000475,FSD,45000,0,Open
476,5,2024-04-26,Customer_476,9800000476,DS,35000,0,Open
477,6,2024-04-27,Customer_477,9800000477,DA,40000,0,Open
478,7,2024-04-28,Customer_478,9800000478,BA,30000,0,Open
479,8,2024-04-29,Customer_479,9800000479,FSD,45000,0,Open
480,1,2024-04-30,Customer_480,9800000480,DS,35000,0,Open
481,2,2024-05-01,Customer_481,9800000481,DA,40000,0,Open
482,3,2024-05-02,Customer_482,9800000482,BA,30000,0,Open
483,4,2024-05-03,Customer_483,9800000483,FSD,45000,0,Open
484,5,2024-05-04,Customer_484,9800000484,DS,35000,0,Open
485,6,2024-05-05,Customer_485,9800000485,DA,40000,0,Open
486,7,2024-05-06,Customer_486,9800000486,BA,30000,0,Open
487,8,2024-05-07,Customer_487,9800000487,FSD,45000,0,Open
488,1,2024-05-08,Customer_488,9800000488,DS,35000,0,Open
489,2,2024-05-09,Customer_489,9800000489,DA,40000,0,Open
490,3,2024-05-10,Customer_490,9800000490,BA,30000,0,Open
491,4,2024-05-11,Customer_491,9800000491,FSD,45000,0,Open
492,5,2024-05-12,Customer_492,9800000492,DS,35000,0,Open
493,6,2024-05-13,Customer_493,9800000493,DA,40000,0,Open
494,7,2024-05-14,Customer_494,9800000494,BA,30000,0,Open
495,8,2024-05-15,Customer_495,9800000495,FSD,45000,0,Open
496,1,2024-05-16,Customer_496,9800000496,DS,35000,0,Open
497,2,2024-05-17,Customer_497,9800000497,DA,40000,0,Open
498,3,2024-05-18,Customer_498,9800000498,BA,30000,0,Open
499,4,2024-05-19,Customer_499,9800000499,FSD,45000,0,Open
500,5,2024-05-20,Customer_500,9800000500,DS,35000,0,Open
501,6,2024-05-21,Customer_501,9800000501,DA,40000,0,Open
502,7,2024-05-22,Customer_502,9800000502,BA,30000,0,Open
503,8,2024-05-23,Customer_503,9800000503,FSD,45000,0,Open
504,1,2024-05-24,Customer_504,9800000504,DS,35000,0,Open
505,2,2024-05-25,Customer_505,9800000505,DA,40000,0,Open
506,3,2024-05-26,Customer_506,9800000506,BA,30000,0,Open
507,4,2024-05-27,Customer_507,9800000507,FSD,45000,0,Open
508,5,2024-05-28,Customer_508,9800000508,DS,35000,0,Open
509,6,2024-05-29,Customer_509,9800000509,DA,40000,0,Open
510,7,2024-05-30,Customer_510,9800000510,BA,30000,0,Open
511,8,2024-05-31,Customer_511,9800000511,FSD,45000,0,Open
512,1,2024-06-01,Customer_512,9800000512,DS,35000,0,Open
513,2,2024-06-02,Customer_513,9800000513,DA,40000,0,Open
514,3,2024-06-03,Customer_514,9800000514,BA,30000,0,Open
515,4,2024-06-04,Customer_515,9800000515,FSD,45000,0,Open
516,5,2024-06-05,Customer_516,9800000516,DS,35000,0,Open
517,6,2024-06-06,Customer_517,9800000517,DA,40000,0,Open
518,7,2024-06-07,Customer_518,9800000518,BA,30000,0,Open
519,8,2024-06-08,Customer_519,9800000519,FSD,45000,0,Open
520,1,2024-06-09,Customer_520,9800000520,DS,35000,0,Open
521,2,2024-06-10,Customer_521,9800000521,DA,40000,0,Open
522,3,2024-06-11,Customer_522,9800000522,BA,30000,0,Open
523,4,2024-06-12,Customer_523,9800000523,FSD,45000,0,Open
524,5,2024-06-13,Customer_524,9800000524,DS,35000,0,Open
525,6,2024-06-14,Customer_525,9800000525,DA,40000,0,Open
526,7,2024-06-15,Customer_526,9800000526,BA,30000,0,Open
527,8,2024-06-16,Customer_527,9800000527,FSD,45000,0,Open
528,1,2024-06-17,Customer_528,9800000528,DS,35000,0,Open
529,2,2024-06-18,Customer_529,9800000529,DA,40000,0,Open
530,3,2024-06-19,Customer_530,9800000530,BA,30000,0,Open
531,4,2024-06-20,Customer_531,9800000531,FSD,45000,0,Open
532,5,2024-06-21,Customer_532,9800000532,DS,35000,0,Open
533,6,2024-06-22,Customer_533,9800000533,DA,40000,0,Open
534,7,2024-06-23,Customer_534,9800000534,BA,30000,0,Open
535,8,2024-06-24,Customer_535,9800000535,FSD,45000,0,Open
536,1,2024-06-25,Customer_536,9800000536,DS,35000,0,Open
537,2,2024-06-26,Customer_537,9800000537,DA,40000,0,Open
538,3,2024-06-27,Customer_538,9800000538,BA,30000,0,Open
539,4,2024-06-28,Customer_539,9800000539,FSD,45000,0,Open
540,5,2024-01-01,Customer_540,9800000540,DS,35000,0,Open
541,6,2024-01-02,Customer_541,9800000541,DA,40000,0,Open
542,7,2024-01-03,Customer_542,9800000542,BA,30000,0,Open
543,8,2024-01-04,Customer_543,9800000543,FSD,45000,0,Open
544,1,2024-01-05,Customer_544,9800000544,DS,35000,0,Open
545,2,2024-01-06,Customer_545,9800000545,DA,40000,0,Open
546,3,2024-01-07,Customer_546,9800000546,BA,30000,0,Open
547,4,2024-01-08,Customer_547,9800000547,FSD,45000,0,Open
548,5,2024-01-09,Customer_548,9800000548,DS,35000,0,Open
549,6,2024-01-10,Customer_549,9800000549,DA,40000,0,Open
550,7,2024-01-11,Customer_550,9800000550,BA,30000,0,Open
551,8,2024-01-12,Customer_551,9800000551,FSD,45000,0,Open
552,1,2024-01-13,Customer_552,9800000552,DS,35000,0,Open
553,2,2024-01-14,Customer_553,9800000553,DA,40000,0,Open
554,3,2024-01-15,Customer_554,9800000554,BA,30000,0,Open
555,4,2024-01-16,Customer_555,9800000555,FSD,45000,0,Open
556,5,2024-01-17,Customer_556,9800000556,DS,35000,0,Open
557,6,2024-01-18,Customer_557,9800000557,DA,40000,0,Open
558,7,2024-01-19,Customer_558,9800000558,BA,30000,0,Open
559,8,2024-01-20,Customer_559,9800000559,FSD,45000,0,Open
560,1,2024-01-21,Customer_560,9800000560,DS,35000,0,Open
561,2,2024-01-22,Customer_561,9800000561,DA,40000,0,Open
562,3,2024-01-23,Customer_562,9800000562,BA,30000,0,Open
563,4,2024-01-24,Customer_563,9800000563,FSD,45000,0,Open
564,5,2024-01-25,Customer_564,9800000564,DS,35000,0,Open
565,6,2024-01-26,Customer_565,9800000565,DA,40000,0,Open
566,7,2024-01-27,Customer_566,9800000566,BA,30000,0,Open
567,8,2024-01-28,Customer_567,9800000567,FSD,45000,0,Open
568,1,2024-01-29,Customer_568,9800000568,DS,35000,0,Open
569,2,2024-01-30,Customer_569,9800000569,DA,40000,0,Open
570,3,2024-01-31,Customer_570,9800000570,BA,30000,0,Open
571,4,2024-02-01,Customer_571,9800000571,FSD,45000,0,Open
572,5,2024-02-02,Customer_572,9800000572,DS,35000,0,Open
573,6,2024-02-03,Customer_573,9800000573,DA,40000,0,Open
574,7,2024-02-04,Customer_574,9800000574,BA,30000,0,Open
575,8,2024-02-05,Customer_575,9800000575,FSD,45000,0,Open
576,1,2024-02-06,Customer_576,9800000576,DS,35000,0,Open
577,2,2024-02-07,Customer_577,9800000577,DA,40000,0,Open
578,3,2024-02-08,Customer_578,9800000578,BA,30000,0,Open
579,4,2024-02-09,Customer_579,9800000579,FSD,45000,0,Open
580,5,2024-02-10,Customer_580,9800000580,DS,35000,0,Open
581,6,2024-02-11,Customer_581,9800000581,DA,40000,0,Open
582,7,2024-02-12,Customer_582,9800000582,BA,30000,0,Open
583,8,2024-02-13,Customer_583,9800000583,FSD,45000,0,Open
584,1,2024-02-14,Customer_584,9800000584,DS,35000,0,Open
585,2,2024-02-15,Customer_585,9800000585,DA,40000,0,Open
586,3,2024-02-16,Customer_586,9800000586,BA,30000,0,Open
587,4,2024-02-17,Customer_587,9800000587,FSD,45000,0,Open
588,5,2024-02-18,Customer_588,9800000588,DS,35000,0,Open
589,6,2024-02-19,Customer_589,9800000589,DA,40000,0,Open
590,7,2024-02-20,Customer_590,9800000590,BA,30000,0,Open
591,8,2024-02-21,Customer_591,9800000591,FSD,45000,0,Open
592,1,2024-02-22,Customer_592,9800000592,DS,35000,0,Open
593,2,2024-02-23,Customer_593,9800000593,DA,40000,0,Open
594,3,2024-02-24,Customer_594,9800000594,BA,30000,0,Open
595,4,2024-02-25,Customer_595,9800000595,FSD,45000,0,Open
596,5,2024-02-26,Customer_596,9800000596,DS,35000,0,Open
597,6,2024-02-27,Customer_597,9800000597,DA,40000,0,Open
598,7,2024-02-28,Customer_598,9800000598,BA,30000,0,Open
599,8,2024-02-29,Customer_599,9800000599,FSD,45000,0,Open
600,1,2024-03-01,Customer_600,9800000600,DS,35000,0,Open
